,Text,Label
6514,"YOUR SAYING I'M A WEIRD PESON OVER AN OVER,,,,,,,,,,,,,,,,",4
6515,"yea,,,,,,,,,,,,,,,,",4
6516,"in my position,,,,,,,,,,,,,,,,",4
6517,"being that i'm from where i'm from,,,,,,,,,,,,,,,,",4
6518,"NYC,,,,,,,,,,,,,,,,",4
6519,"we have our blacks, whites, spanish, hindus, asians, muslims, etc.,,,,,,,,,,",4
6520,"cuz the dude before me,,,,,,,,,,,,,,,,",4
6521,"punk rocker,,,,,,,,,,,,,,,,",4
6522,"likes wearing black,,,,,,,,,,,,,,,,",4
6523,"goes to a BLACk basketball player who most likely likes rap,,,,,,,,,,,,,,,,",4
6524,"i think u focus way to much on race. none of my friends think like u,,,,,,,,,,,,,,,,",4
6525,"i like u because ur funny an nice,,,,,,,,,,,,,,,,",2
6526,"there we go,,,,,,,,,,,,,,,,",4
6527,"i dont care what music,,,,,,,,,,,,,,,,",4
6528,"skin color,,,,,,,,,,,,,,,,",4
6529,"i gues thats ur hang up then,,,,,,,,,,,,,,,,",4
6530,"and was,,,,,,,,,,,,,,,,",4
6531,"and still is,,,,,,,,,,,,,,,,",4
6532,"you learn to question more before getting yourself in,,,,,,,,,,,,,,,,",4
6533,"through**,,,,,,,,,,,,,,,,",4
6534,"it[s whatever,,,,,,,,,,,,,,,,",4
6535,"you gonna see your mistakes,,,,,,,,,,,,,,,,",4
6536,"i've seen mine,,,,,,,,,,,,,,,,",4
6537,"we're not the same people,,,,,,,,,,,,,,,,",4
6538,"and imma tell you something,,,,,,,,,,,,,,,,",4
6539,"or you trying trying to make yourself feel better,,,,,,,,,,,,,,,,",4
6540,"trying to get back at someone,,,,,,,,,,,,,,,,",4
6541,"that i have,,,,,,,,,,,,,,,,",4
6542,"done stupid shit before,,,,,,,,,,,,,,,,",4
6543,"yea,,,,,,,,,,,,,,,,",4
6544,"now if it was aimed at me,,,,,,,,,,,,,,,,",4
6545,"oh, i see,,,,,,,,,,,,,,,",4
6546,"hey, you ready for tomorrow?,,,,,,,,,,,,,,,",2
6547,"in manhattan for a pit stop,,,,,,,,,,,,,,,,",4
6548,"i needed gas,,,,,,,,,,,,,,,,",4
6549,"my phone uis disconnected]',,,,,,,,,,,,,,,,",4
6550,"i'm a third the way,,,,,,,,,,,,,,,,",4
6551,"yay i didnt know what was up caus i couldnt get u on the phone,,,,,,,,,,,,,,,,",2
6552,"yea,,,,,,,,,,,,,,,,",4
6553,"that's why i sopped by my cousins,,,,,,,,,,,,,,,,",4
6554,"cya in a hour!!,,,,,,,,,,,,,,,,",4
6555,"ok i'm gonna get off here now sine i know your coming!,,,,,,,,,,,,,,,,",3
6556,"see ya,,,,,,,,,,,,,,,,",4
6557,"-*,,,,,,,,,,,,,,,,",4
6558,",,,,,,,,,,,,,,,,",4
6559,"hello,,,,,,,,,,,,,,,,",4
6560,"u think 707 is so cal??? lol,,,,,,,,,,,,,,,,",4
6561,"its nor cal,,,,,,,,,,,,,,,,",4
6562,"how come right now,,,,,,,,,,,,,,,,",4
6563,"im all over california for work,,,,,,,,,,,,,,,,",4
6564,"shop chat idk,,,,,,,,,,,,,,,,",4
6565,"me either,,,,,,,,,,,,,,,,",4
6566,"seems like these rooms arent as fun as they use to be, but maybe its just me,,,,,,,,,,,,,,,",4
6567,"lol,,,,,,,,,,,,,,,,",4
6568,"well whats on your mind tonight?,,,,,,,,,,,,,,,,",2
6569,"midget bowling?,,,,,,,,,,,,,,,,",4
6570,"ha scared ya off huh,,,,,,,,,,,,,,,,",4
6571,"lol,,,,,,,,,,,,,,,,",4
6572,"its ok it was sunny,,,,,,,,,,,,,,,,",4
6573,"noooooo lol,,,,,,,,,,,,,,,,",4
6574,"hey im old,,,,,,,,,,,,,,,,",4
6575,"but ur not like OLD,,,,,,,,,,,,,,,,",4
6576,"perfect,,,,,,,,,,,,,,,,",4
6577,"lol,,,,,,,,,,,,,,,,",4
6578,"no,,,,,,,,,,,,,,,,",4
6579,"naw,,,,,,,,,,,,,,,,",4
6580,"so what do ya do on the net for fun....watch the chat rooms go by?,,,,,,,,,,,,,,,,",4
6581,"poke poke,,,,,,,,,,,,,,,,",4
6582,"you were off pervin some old man werent ya lol,,,,,,,,,,,,,,,,",5
6583,"sing me a lullaby?,,,,,,,,,,,,,,,,",3
6584,"nope r u?,,,,,,,,,,,,,,,,",4
6585,"damn ya keep falling asleep on me you must be tired,,,,,,,,,,,,,,,,",2
6586,"damn you fell in again,,,,,,,,,,,,,,,,",4
6587,"shower,,,,,,,,,,,,,,,,",4
6588,"i got sneak attacked,,,,,,,,,,,,,,,,",4
6589,"by you, cause your invisable,,,,,,,,,,,,,,,",4
6590,"nope,,,,,,,,,,,,,,,,",4
6591,"nope,,,,,,,,,,,,,,,,",4
6592,"ok dont beleive me then,,,,,,,,,,,,,,,,",4
6593,"no but i know id stay up forever if i were in your shoes,,,,,,,,,,,,,,,,",4
6594,"why do ya say hell no?,,,,,,,,,,,,,,,,",4
6595,"oh well thats cause they are young lol,,,,,,,,,,,,,,,,",4
6596,"lol,,,,,,,,,,,,,,,,",4
6597,"whats your favorite color?,,,,,,,,,,,,,,,,",3
6598,"im tired,,,,,,,,,,,,,,,,",4
6599,"ahh wanna come tuck me in? lol,,,,,,,,,,,,,,,,",4
6600,"yah,,,,,,,,,,,,,,,,",4
6601,"i see,,,,,,,,,,,,,,,,",4
6602,"lol,,,,,,,,,,,,,,,,",4
6603,"8-|,,,,,,,,,,,,,,,,",4
6604,"humm cant get ya to converse about nothin anymore,,,,,,,,,,,,,,,,",4
6605,"well what would liven ya up ill help if i can,,,,,,,,,,,,,,,,",4
6606,"idk,,,,,,,,,,,,,,,,",4
6607,"well hummm brb im gonna think about this one,,,,,,,,,,,,,,,,",4
6608,"ok what kinda guys do ya like?,,,,,,,,,,,,,,,,",3
6609,"it was purely sexual wasnt it lol,,,,,,,,,,,,,,,,",5
6610,"ur funny,,,,,,,,,,,,,,,,",4
6611,"wait is that a bad thing, cause i can be serious,,,,,,,,,,,,,,,",4
6612,"so how does this kinda work?,,,,,,,,,,,,,,,,",4
6613,"LMAO,,,,,,,,,,,,,,,,",4
6614,"seriously how does kinda work im confused,,,,,,,,,,,,,,,,",4
6615,"yah do u,,,,,,,,,,,,,,,,",4
6616,"yeah,,,,,,,,,,,,,,,,",4
6617,"cause i work too damn much,,,,,,,,,,,,,,,,",4
6618,"whats ur job,,,,,,,,,,,,,,,,",4
6619,"omg lol from ur pants maybe,,,,,,,,,,,,,,,,",4
6620,"i know that last oen i sent ya is no fun to look at,,,,,,,,,,,,,,,,",4
6621,"uh huh you know your just not sayin lol,,,,,,,,,,,,,,,,",4
6622,"what do you mean what am i?,,,,,,,,,,,,,,,,",4
6623,"thinkin,,,,,,,,,,,,,,,,",4
6624,"P,,,,,,,,,,,,,,,,",4
6625,"anythign ya wanna ask me?,,,,,,,,,,,,,,,,",2
6626,"thx,,,,,,,,,,,,,,,,",4
6627,"just talked to them on here or something,,,,,,,,,,,,,,,,",4
6628,"lol yah ,,,,,,,,,,,,,,,,",4
6629,"P,,,,,,,,,,,,,,,,",4
6630,"?,,,,,,,,,,,,,,,,",4
6631,"D,,,,,,,,,,,,,,,,",4
6632,"petaluma,,,,,,,,,,,,,,,,",4
6633,"ha nm i found windsor,,,,,,,,,,,,,,,,",4
6634,"cause i gotta try and be in windsor by tomarrow night,,,,,,,,,,,,,,,,",4
6635,"for workin???,,,,,,,,,,,,,,,,",4
6636,"just wonderd,,,,,,,,,,,,,,,,",4
6637,"i can always stretch it out and make it take longer lol,,,,,,,,,,,,,,,,",4
6638,"ummm i dunno what do you wanna do?,,,,,,,,,,,,,,,,",4
6639,"huh,,,,,,,,,,,,,,,,",4
6640,"just name some stuff youd like to do,,,,,,,,,,,,,,,,",3
6641,"my patio,,,,,,,,,,,,,,,,",4
6642,"oh yeah your parents would love that one,,,,,,,,,,,,,,,,",6
6643,"well how bout ya call me then,,,,,,,,,,,,,,,,",2
6644,"right now?,,,,,,,,,,,,,,,,",4
6645,"yah,,,,,,,,,,,,,,,,",4
6646,"kewl what time,,,,,,,,,,,,,,,,",4
6647,"whenever ill be up at 6,,,,,,,,,,,,,,,,",4
6648,"k night,,,,,,,,,,,,,,,,",4
6649,"P,,,,,,,,,,,,,,,,",4
6650,"hi,,,,,,,,,,,,,,,,",4
6651,"hey you around?,,,,,,,,,,,,,,,,",2
6652,"it was knda fun,,,,,,,,,,,,,,,,",4
6653,"i forgot to write ur number and i closed it,,,,,,,,,,,,,,,,",2
6654,"oh,,,,,,,,,,,,,,,,",4
6655,"if ya wanna,,,,,,,,,,,,,,,,",4
6656,"got a pen this time?,,,,,,,,,,,,,,,,",4
6657,"k,,,,,,,,,,,,,,,,",4
6658,"lol,,,,,,,,,,,,,,,,",4
6659,"i gotta go fix one more machine tonight and drop one off and i dont wanna,,,,,,,,,,,,,,,,",4
6660,"someone was suppose to call me so i didnt go,,,,,,,,,,,,,,,,",4
6661,"what,,,,,,,,,,,,,,,,",4
6662,"well i gotta go get this stuff done, i hope i can catch ya when i get home. and dont forget to call me tomarrow if i dont talk to you again tonight,,,,,,,,,,,,,,,",0
6663,"0,,,,,,,,,,,,,,,,",4
6664,"bored too?,,,,,,,,,,,,,,,,",4
6665,"how was school?,,,,,,,,,,,,,,,,",3
6666,"you here?,,,,,,,,,,,,,,,,",4
6667,"im back,,,,,,,,,,,,,,,,",4
6668,"oh what are you two doing? playin patty cake?,,,,,,,,,,,,,,,,",4
6669,"ya know its rude to stick your tounge out at people lol,,,,,,,,,,,,,,,,",4
6670,"he left already,,,,,,,,,,,,,,,,",4
6671,"gross?,,,,,,,,,,,,,,,,",4
6672,"you are just takeing it the wrong way but whatever im done explaining shit,,,,,,,,,,,,,,,,",4
6673,"didnt mean to be rude,,,,,,,,,,,,,,,,",4
6674,"soooo wanna wrestle? lol,,,,,,,,,,,,,,,,",4
6675,"what ya thinking?,,,,,,,,,,,,,,,,",2
6676,"lol,,,,,,,,,,,,,,,,",4
6677,"im not a biggot, i know gay people and got knothing against them...nm,,,,,,,,,,,,,,,",4
6678,"P,,,,,,,,,,,,,,,,",4
6679,"its not polite to stick your tounge out at people dang it lol,,,,,,,,,,,,,,,,",4
6680,"smart ass,,,,,,,,,,,,,,,,",5
6681,"lol,,,,,,,,,,,,,,,,",4
6682,"boring,,,,,,,,,,,,,,,,",4
6683,"ya hate me and never wanna call again huh lol,,,,,,,,,,,,,,,,",4
6684,"k,,,,,,,,,,,,,,,,",4
6685,"idk what to say to u,,,,,,,,,,,,,,,,",4
6686,"cause your mad huh,,,,,,,,,,,,,,,,",4
6687,"i know sorry,,,,,,,,,,,,,,,,",4
6688,"hummm,,,,,,,,,,,,,,,,",4
6689,"huh,,,,,,,,,,,,,,,,",4
6690,"k,,,,,,,,,,,,,,,,",4
6691,"what are ya doing for labor day weekend?,,,,,,,,,,,,,,,,",2
6692,"yah ,,,,,,,,,,,,,,,,",4
6693,"i dunno some people dont like going to their dads or moms or whatever,,,,,,,,,,,,,,,,",4
6694,"my dad lives in lb its hella kewl,,,,,,,,,,,,,,,,",6
6695,"bye,,,,,,,,,,,,,,,,",0
6696,"yah,,,,,,,,,,,,,,,,",4
6697,"ok ill talk to ya later,,,,,,,,,,,,,,,,",4
6698,"if you wanna?,,,,,,,,,,,,,,,,",4
6699,"do ya wanna talk later?,,,,,,,,,,,,,,,,",2
6700,"k,,,,,,,,,,,,,,,,",4
6701,"whats coockin good lookin lol,,,,,,,,,,,,,,,,",2
6702,"whoda thunk it lol,,,,,,,,,,,,,,,,",4
6703,"idk what makes u in younger girls,,,,,,,,,,,,,,,,",4
6704,"just curiousity for you or something?,,,,,,,,,,,,,,,,",4
6705,"so miss thing whats on your mind tonight?,,,,,,,,,,,,,,,,",3
6706,"nuthin much,,,,,,,,,,,,,,,,",4
6707,"sex drugs and rock and roll then huh lol,,,,,,,,,,,,,,,,",3
6708,"your flirtin with the old men again arent ya lmao,,,,,,,,,,,,,,,,",3
6709,"wtf,,,,,,,,,,,,,,,,",4
6710,"who said you havent been with one? you did,,,,,,,,,,,,,,,,",4
6711,"wanna again? lol,,,,,,,,,,,,,,,,",4
6712,"maybe lol,,,,,,,,,,,,,,,,",4
6713,"for 12 days,,,,,,,,,,,,,,,,",4
6714,"brb,,,,,,,,,,,,,,,,",4
6715,"well humm,,,,,,,,,,,,,,,,",4
6716,"lol,,,,,,,,,,,,,,,,",4
6717,"i could might maybe come up this weekend,,,,,,,,,,,,,,,,",2
6718,"k,,,,,,,,,,,,,,,,",4
6719,"idk,,,,,,,,,,,,,,,,",4
6720,"ok im back,,,,,,,,,,,,,,,,",4
6721,"i dont let every1 lol,,,,,,,,,,,,,,,,",4
6722,">,,,,,,,,,,,,,,,,",4
6723,"whatever there all the same anywayhs,,,,,,,,,,,,,,,,",4
6724,"hummm,,,,,,,,,,,,,,,,",4
6725,"how come ya cant leave?,,,,,,,,,,,,,,,,",4
6726,"my mom might call,,,,,,,,,,,,,,,,",6
6727,"no,,,,,,,,,,,,,,,,",4
6728,"lol,,,,,,,,,,,,,,,,",4
6729,"poke poke,,,,,,,,,,,,,,,,",4
6730,"i was sittin here talkin to myself,,,,,,,,,,,,,,,,",3
6731,"eating dinner,,,,,,,,,,,,,,,,",4
6732,"you must be flirtin with the old men again,,,,,,,,,,,,,,,,",3
6733,"its a hot dog but instead of useing dog they use frog lol i dunno,,,,,,,,,,,,,,,,",4
6734,"gross then the anser is no,,,,,,,,,,,,,,,,",4
6735,"me either,,,,,,,,,,,,,,,,",4
6736,"i dont like hot dogs!!!!,,,,,,,,,,,,,,,,",2
6737,"yah,,,,,,,,,,,,,,,,",4
6738,"lol,,,,,,,,,,,,,,,,",4
6739,"would ya huh huh,,,,,,,,,,,,,,,,",4
6740,"so what do ya like to do for fun?,,,,,,,,,,,,,,,,",3
6741,"cause i cant walk and chew gum at the same time,,,,,,,,,,,,,,,,",4
6742,"ok anything ya wanna ask me? like how big my feet are or somethin lol,,,,,,,,,,,,,,,,",3
6743,"yours?,,,,,,,,,,,,,,,,",4
6744,"huh huh,,,,,,,,,,,,,,,,",4
6745,"nov 18,,,,,,,,,,,,,,,,",4
6746,"how come it says sept in your 360 profile?,,,,,,,,,,,,,,,,",4
6747,"cuz its a lie,,,,,,,,,,,,,,,,",4
6748,"do you?,,,,,,,,,,,,,,,,",4
6749,"crazy i was crazy once they put me in a round room and told me to stand in the corner,,,,,,,,,,,,,,,,",4
6750,"so do u really wanna,,,,,,,,,,,,,,,,",4
6751,"yah!!! ,,,,,,,,,,,,,,,,",4
6752,"brb,,,,,,,,,,,,,,,,",4
6753,"sat?,,,,,,,,,,,,,,,,",4
6754,"if thats when ya want me to,,,,,,,,,,,,,,,,",4
6755,"yeah they do that thing on pedophiles,,,,,,,,,,,,,,,,",4
6756,"oh well that has me weary a little,,,,,,,,,,,,,,,,",4
6757,"crazy,,,,,,,,,,,,,,,,",4
6758,"yah lol hey wanna the youtube vid i made ,,,,,,,,,,,,,,,,",4
6759,"sure,,,,,,,,,,,,,,,,",4
6760,"edit,,,,,,,,,,,,,,,,",4
6761,"edit,,,,,,,,,,,,,,,,",4
6762,"how tall are you?,,,,,,,,,,,,,,,,",3
6763,"yeah,,,,,,,,,,,,,,,,",4
6764,"lol ty,,,,,,,,,,,,,,,,",4
6765,"mind if i barrow it saturday? lol,,,,,,,,,,,,,,,,",4
6766,"for my hands of course,,,,,,,,,,,,,,,,",4
6767,"dont think you like stuff in that hole,,,,,,,,,,,,,,,,",4
6768,"wth lol noooooooo,,,,,,,,,,,,,,,,",4
6769,"lol no did u,,,,,,,,,,,,,,,,",4
6770,"me2,,,,,,,,,,,,,,,,",4
6771,"no,,,,,,,,,,,,,,,,",4
6772,"you gonna call me tomarrow?,,,,,,,,,,,,,,,,",2
6773,"whenever,,,,,,,,,,,,,,,,",4
6774,"crashed,,,,,,,,,,,,,,,,",4
6775,"once twice three times as many as we can lol,,,,,,,,,,,,,,,,",4
6776,"lol kewl,,,,,,,,,,,,,,,,",4
6777,"wanna?,,,,,,,,,,,,,,,,",4
6778,"what r u doin,,,,,,,,,,,,,,,,",2
6779,"what are you doing?,,,,,,,,,,,,,,,,",4
6780,"i dunno what im doing,,,,,,,,,,,,,,,,",4
6781,"since im not in petaluma,,,,,,,,,,,,,,,,",4
6782,"sorry geez,,,,,,,,,,,,,,,,",4
6783,"my aunt called she wouldnt shut up lol,,,,,,,,,,,,,,,,",6
6784,"i dunno,,,,,,,,,,,,,,,,",4
6785,"lol ok,,,,,,,,,,,,,,,,",4
6786,"idk do u ,,,,,,,,,,,,,,,,",4
6787,"yah,,,,,,,,,,,,,,,,",4
6788,"aw ok im sorry,,,,,,,,,,,,,,,,",4
6789,"what ya doin?,,,,,,,,,,,,,,,,",4
6790,"nuthin,,,,,,,,,,,,,,,,",4
6791,"feeling like shit,,,,,,,,,,,,,,,,",4
6792,"o wow thats far,,,,,,,,,,,,,,,,",4
6793,"yeah,,,,,,,,,,,,,,,,",4
6794,"you tell me,,,,,,,,,,,,,,,,",4
6795,"well b4 u said u wanna have sex in the hot tub,,,,,,,,,,,,,,,,",5
6796,"ok you want me to call when i get close so you can tell me how to get there or what?,,,,,,,,,,,,,,,,",2
6797,"ok whats the number?,,,,,,,,,,,,,,,,",2
6798,",,,,,,,,,,,,,,,,",4
6799,"hi,,,,,,,,,,,,,,,,",4
6800,"13/f socal,,,,,,,,,,,,,,,,",4
6801,"34/m/anaheim cali,,,,,,,,,,,,,,,,",4
6802,"bf?',,,,,,,,,,,,,,,,",4
6803,"lol,,,,,,,,,,,,,,,,",4
6804,"the rest r on my myspace,,,,,,,,,,,,,,,,",4
6805,"cute,,,,,,,,,,,,,,,,",4
6806,"hehe;),,,,,,,,,,,,,,,,",4
6807,"lol,,,,,,,,,,,,,,,,",4
6808,"cool,,,,,,,,,,,,,,,,",4
6809,"lol yea i seen a chicken before,,,,,,,,,,,,,,,,",4
6810,";),,,,,,,,,,,,,,,,",4
6811,"ever seen any guy naked cutie?,,,,,,,,,,,,,,,,",5
6812,"in the living room lol,,,,,,,,,,,,,,,,",4
6813,"hehe u like,,,,,,,,,,,,,,,,",4
6814,"really u should try it,,,,,,,,,,,,,,,,",4
6815,"cool,,,,,,,,,,,,,,,,",4
6816,"hehe,,,,,,,,,,,,,,,,",4
6817,"yes for real,,,,,,,,,,,,,,,,",4
6818,"thats a good girl,,,,,,,,,,,,,,,,",4
6819,"omg really 13?,,,,,,,,,,,,,,,,",4
6820,"wow,,,,,,,,,,,,,,,,",4
6821,"yep are u,,,,,,,,,,,,,,,,",4
6822,";),,,,,,,,,,,,,,,,",4
6823,"lol,,,,,,,,,,,,,,,,",4
6824,"),,,,,,,,,,,,,,,,",4
6825,"cool,,,,,,,,,,,,,,,,",4
6826,"so u really want to try it,,,,,,,,,,,,,,,,",4
6827,"whats the latest u can go to the park,,,,,,,,,,,,,,,,",2
6828,"),,,,,,,,,,,,,,,,",4
6829,"there,,,,,,,,,,,,,,,,",4
6830,"tell me sweetie the name of the park,,,,,,,,,,,,,,,,",3
6831,"i said i'll tell u tomorrow,,,,,,,,,,,,,,,,",4
6832,"ok,,,,,,,,,,,,,,,,",4
6833,"bye,,,,,,,,,,,,,,,,",0
6834,"hi,,,,,,,,,,,,,,,,",4
6835,"huh,,,,,,,,,,,,,,,,",4
6836,"i said wb,,,,,,,,,,,,,,,,",4
6837,"chillin,,,,,,,,,,,,,,,,",4
6838,"dinner time yet,,,,,,,,,,,,,,,,",4
6839,"),,,,,,,,,,,,,,,,",4
6840,"ya but not this weekend.. i gotta pack we're goin upstate to nana's,,,,,,,,,,,,,,,,",0
6841,"oh ok,,,,,,,,,,,,,,,,",4
6842,"wheres mom,,,,,,,,,,,,,,,,",6
6843,"lol,,,,,,,,,,,,,,,,",4
6844,"lol yum,,,,,,,,,,,,,,,,",4
6845,"this one time...,,,,,,,,,,,,,,,,",4
6846,"ya,,,,,,,,,,,,,,,,",4
6847,"oh pizza is done,,,,,,,,,,,,,,,,",4
6848,"bye,,,,,,,,,,,,,,,,",0
6849,"are u there,,,,,,,,,,,,,,,,",4
6850,"that stuff,,,,,,,,,,,,,,,,",4
6851,"cool,,,,,,,,,,,,,,,,",4
6852,"k,,,,,,,,,,,,,,,,",4
6853,"watching videos of girls sucking hehe,,,,,,,,,,,,,,,,",5
6854,"how would i c it?,,,,,,,,,,,,,,,,",4
6855,"want to see it u have to close it if she comes though,,,,,,,,,,,,,,,,",4
6856,"//www.sexorb.net/cs/alicewonderbang/030808/alicewonderbang-.html\ul0\cf0}}}}\f0\fs22  ok click on this and and then double the pic on the bottom right,,,,,,,,,,,,,,,,",5
6857,"crap it just froze my comp hold on....,,,,,,,,,,,,,,,,",4
6858,"darn,,,,,,,,,,,,,,,,",4
6859,"its ok now,,,,,,,,,,,,,,,,",4
6860,"ok want pics,,,,,,,,,,,,,,,,",2
6861,"so u really want to try it,,,,,,,,,,,,,,,,",4
6862,"well idk.. i have to check moms schedule 2 find out when shes working again k?,,,,,,,,,,,,,,,,",6
6863,"yep ok,,,,,,,,,,,,,,,,",4
6864,"ok if thats what u want,,,,,,,,,,,,,,,,",4
6865,"how old is that girl?,,,,,,,,,,,,,,,,",4
6866,"yes,,,,,,,,,,,,,,,,",4
6867,"wow,,,,,,,,,,,,,,,,",4
6868,"its good for u and all girls do it,,,,,,,,,,,,,,,,",4
6869,"3 oclock at ur park,,,,,,,,,,,,,,,,",4
6870,"so i cant really say till i find out,,,,,,,,,,,,,,,,",4
6871,"ok,,,,,,,,,,,,,,,,",4
6872,"k,,,,,,,,,,,,,,,,",4
6873,"btw how do i kno ur for real?,,,,,,,,,,,,,,,,",2
6874,"a video,,,,,,,,,,,,,,,,",4
6875,"k,,,,,,,,,,,,,,,,",4
6876,"ok,,,,,,,,,,,,,,,,",4
6877,"i dont know its for girls,,,,,,,,,,,,,,,,",4
6878,"hehe u like,,,,,,,,,,,,,,,,",4
6879,"do u kno her?,,,,,,,,,,,,,,,,",6
6880,"cool?,,,,,,,,,,,,,,,,",4
6881,"ok good ur sucking me,,,,,,,,,,,,,,,,",5
6882,"u there?,,,,,,,,,,,,,,,,",4
6883,"i am sorry... heard something in the other room,,,,,,,,,,,,,,,,",4
6884,"yeah i wear skirts,,,,,,,,,,,,,,,,",5
6885,"i got a blue jean one and a black one,,,,,,,,,,,,,,,,",4
6886,"with no panties;),,,,,,,,,,,,,,,,",5
6887,"wow cool,,,,,,,,,,,,,,,,",4
6888,"ur nice,,,,,,,,,,,,,,,,",2
6889,"mom up,,,,,,,,,,,,,,,,",6
6890,"hehe cool?,,,,,,,,,,,,,,,,",4
6891,"hi!! where u at?,,,,,,,,,,,,,,,,",4
6892,"lol ok,,,,,,,,,,,,,,,,",4
6893,"we were gonna go do a movie n get pizza and stuff,,,,,,,,,,,,,,,,",3
6894,"then she was gonna pick me up after her shift was done,,,,,,,,,,,,,,,,",6
6895,"lol,,,,,,,,,,,,,,,,",4
6896,"mom has a later shift next tuesday tho,,,,,,,,,,,,,,,,",6
6897,"ok,,,,,,,,,,,,,,,,",4
6898,"i can tell her i',,,,,,,,,,,,,,,,",4
6899,"and suck me,,,,,,,,,,,,,,,,",5
6900,"hehe yeah its ok,,,,,,,,,,,,,,,,",4
6901,"ok thats coo,,,,,,,,,,,,,,,,",4
6902,"she got that on-demand stuff so we were gonna chill and do a movie,,,,,,,,,,,,,,,,",2
6903,"),,,,,,,,,,,,,,,,",4
6904,"cool clean ur room?,,,,,,,,,,,,,,,,",4
6905,"urs*,,,,,,,,,,,,,,,,",4
6906,"she told me i had 30 mins to pick it up or it was going in the trash,,,,,,,,,,,,,,,,",3
6907,"lol,,,,,,,,,,,,,,,,",4
6908,"lol,,,,,,,,,,,,,,,,",4
6909,"),,,,,,,,,,,,,,,,",4
6910,"how are u,,,,,,,,,,,,,,,,",4
6911,"yep,,,,,,,,,,,,,,,,",4
6912,"whats that?,,,,,,,,,,,,,,,,",4
6913,"u kno ,,,,,,,,,,,,,,,,",4
6914,"u wount promise,,,,,,,,,,,,,,,,",1
6915,"k,,,,,,,,,,,,,,,,",4
6916,"wear a skirt though,,,,,,,,,,,,,,,,",2
6917,"u going to do what ever i say,,,,,,,,,,,,,,,,",4
6918,"say yes ,,,,,,,,,,,,,,,,",4
6919,"its ok ill be nice,,,,,,,,,,,,,,,,",4
6920,"yea,,,,,,,,,,,,,,,,",4
6921,"ok,,,,,,,,,,,,,,,,",4
6922,"lol i dont really like pickles lol,,,,,,,,,,,,,,,,",4
6923,"no,,,,,,,,,,,,,,,,",4
6924,"k,,,,,,,,,,,,,,,,",4
6925,"ok,,,,,,,,,,,,,,,,",4
6926,"is the pic on ur profile what u look like now?,,,,,,,,,,,,,,,,",2
6927,"lolol,,,,,,,,,,,,,,,,",4
6928,"cool,,,,,,,,,,,,,,,,",4
6929,"is it a big park,,,,,,,,,,,,,,,,",4
6930,"k,,,,,,,,,,,,,,,,",4
6931,"brb,,,,,,,,,,,,,,,,",4
6932,"so i will prolly also wear a hoodie sweatshirt and hat too.... cuz after 7 it gets kinda cool,,,,,,,,,,,,,,,,",2
6933,"its ok,,,,,,,,,,,,,,,,",4
6934,"broke it this weekend ,,,,,,,,,,,,,,,,",2
6935,"whatever i think u were just playin with me,,,,,,,,,,,,,,,,",4
6936,"awww,,,,,,,,,,,,,,,,",4
6937,"i gotta go just go to ur cousins tomorrow,,,,,,,,,,,,,,,,",4
6938,"awww,,,,,,,,,,,,,,,,",4
6939,"oh yuck,,,,,,,,,,,,,,,,",4
6940,"hi,,,,,,,,,,,,,,,,",4
6941,"yea i'm waiting on her 2 call me back ,,,,,,,,,,,,,,,,",4
6942,"hi! ur back early!,,,,,,,,,,,,,,,,",2
6943,"),,,,,,,,,,,,,,,,",4
6944,"so jayme called back and said she cant... she got grounded 4 not doing her chores,,,,,,,,,,,,,,,,",4
6945,"lol,,,,,,,,,,,,,,,,",4
6946,"she's making spaghetti lol,,,,,,,,,,,,,,,,",4
6947,"ya,,,,,,,,,,,,,,,,",4
6948,"still want to suck me,,,,,,,,,,,,,,,,",5
6949,"yes u want too,,,,,,,,,,,,,,,,",4
6950,"yep,,,,,,,,,,,,,,,,",4
6951,"yeah,,,,,,,,,,,,,,,,",4
6952,"is it dark over there,,,,,,,,,,,,,,,,",2
6953,"yep,,,,,,,,,,,,,,,,",4
6954,"o ok no prob.. c u at 8 then.. i gotta go set the table,,,,,,,,,,,,,,,,",0
6955,"},,,,,,,,,,,,,,,,",4
6956,",,,,,,,,,,,,,,,,",4
6957,"hey,,,,,,,,,,,,,,,,",4
6958,"14/f/mi,,,,,,,,,,,,,,,,",4
6959,"29.m.mi,,,,,,,,,,,,,,,,",4
6960,"got any pics?,,,,,,,,,,,,,,,,",2
6961,"yep.u r young though,,,,,,,,,,,,,,,,",2
6962,"nice,,,,,,,,,,,,,,,,",4
6963,"im by romulus,,,,,,,,,,,,,,,,",4
6964,"u?,,,,,,,,,,,,,,,,",4
6965,"wish u were 18,,,,,,,,,,,,,,,,",3
6966,"i would take u out,,,,,,,,,,,,,,,,",2
6967,"that would be sweet,,,,,,,,,,,,,,,,",4
6968,"Maybe,,,,,,,,,,,,,,,,",4
6969,"magic....lol,,,,,,,,,,,,,,,,",4
6970,"what u wearing?,,,,,,,,,,,,,,,,",3
6971,"nice,,,,,,,,,,,,,,,,",4
6972,"u?,,,,,,,,,,,,,,,,",4
6973,"(,,,,,,,,,,,,,,,,",4
6974,"shorts,,,,,,,,,,,,,,,,",4
6975,"no i dont got a cell rite now,,,,,,,,,,,,,,,,",4
6976,"u hook up w a guy ever?,,,,,,,,,,,,,,,,",4
